2023-09-21 17:32:44,222 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-09-21 17:32:44,240 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-09-21 17:32:44,241 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-09-21 17:32:44,241 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-09-21 17:32:44,243 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-09-21 17:32:44,243 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-09-21 17:32:44,244 INFO  SwAddin.cs: 201 - Setting up command manager
2023-09-21 17:32:44,244 INFO  SwAddin.cs: 204 - Adding command manager
2023-09-21 17:32:44,246 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-09-21 17:32:44,246 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-09-21 17:32:44,246 INFO  SwAddin.cs: 210 - Adding event handlers
2023-09-21 17:32:44,248 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-09-21 17:42:40,660 INFO  SwAddin.cs: 294 - Assembly export called for file Snake_Assembly
2023-09-21 17:42:40,660 INFO  SwAddin.cs: 299 - Save is required
2023-09-21 17:42:40,661 INFO  SwAddin.cs: 313 - Saving assembly
2023-09-21 17:42:41,062 INFO  SwAddin.cs: 316 - Opening property manager
2023-09-21 17:42:41,071 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Snake_Assembly
2023-09-21 17:42:41,075 INFO  ExportHelperExtension.cs: 1136 - Found 87 in Snake_Assembly
2023-09-21 17:42:41,075 INFO  ExportHelperExtension.cs: 1145 - Found 11 features of type [CoordSys] in Snake_Assembly
2023-09-21 17:42:41,076 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-09-21 17:42:41,076 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2023-09-21 17:42:41,077 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from head-1
2023-09-21 17:42:41,078 INFO  ExportHelperExtension.cs: 1136 - Found 27 in head-1
2023-09-21 17:42:41,078 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in head-1
2023-09-21 17:42:41,078 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motors-2
2023-09-21 17:42:41,079 INFO  ExportHelperExtension.cs: 1136 - Found 70 in motors-2
2023-09-21 17:42:41,079 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motors-2
2023-09-21 17:42:41,080 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motors-4
2023-09-21 17:42:41,080 INFO  ExportHelperExtension.cs: 1136 - Found 70 in motors-4
2023-09-21 17:42:41,080 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motors-4
2023-09-21 17:42:41,081 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body_connector-2
2023-09-21 17:42:41,081 INFO  ExportHelperExtension.cs: 1136 - Found 33 in body_connector-2
2023-09-21 17:42:41,081 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body_connector-2
2023-09-21 17:42:41,082 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body_connector-3
2023-09-21 17:42:41,082 INFO  ExportHelperExtension.cs: 1136 - Found 33 in body_connector-3
2023-09-21 17:42:41,082 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body_connector-3
2023-09-21 17:42:41,082 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motors-1
2023-09-21 17:42:41,083 INFO  ExportHelperExtension.cs: 1136 - Found 70 in motors-1
2023-09-21 17:42:41,083 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motors-1
2023-09-21 17:42:41,083 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from tail-1
2023-09-21 17:42:41,084 INFO  ExportHelperExtension.cs: 1136 - Found 30 in tail-1
2023-09-21 17:42:41,084 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in tail-1
2023-09-21 17:42:41,084 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motors-5
2023-09-21 17:42:41,085 INFO  ExportHelperExtension.cs: 1136 - Found 70 in motors-5
2023-09-21 17:42:41,085 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motors-5
2023-09-21 17:42:41,086 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body_connector-4
2023-09-21 17:42:41,086 INFO  ExportHelperExtension.cs: 1136 - Found 33 in body_connector-4
2023-09-21 17:42:41,087 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body_connector-4
2023-09-21 17:42:41,087 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from motors-3
2023-09-21 17:42:41,087 INFO  ExportHelperExtension.cs: 1136 - Found 70 in motors-3
2023-09-21 17:42:41,088 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in motors-3
2023-09-21 17:42:41,088 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body_connector-1
2023-09-21 17:42:41,088 INFO  ExportHelperExtension.cs: 1136 - Found 33 in body_connector-1
2023-09-21 17:42:41,089 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body_connector-1
2023-09-21 17:42:41,089 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Snake_Assembly
2023-09-21 17:42:41,089 INFO  ExportHelperExtension.cs: 1136 - Found 87 in Snake_Assembly
2023-09-21 17:42:41,090 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Snake_Assembly
2023-09-21 17:42:41,090 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-09-21 17:42:41,091 INFO  ExportHelperExtension.cs: 1160 - 11 components to check
2023-09-21 17:42:41,091 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from head-1
2023-09-21 17:42:41,091 INFO  ExportHelperExtension.cs: 1136 - Found 27 in head-1
2023-09-21 17:42:41,091 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in head-1
